delta_G,repeat,average_cost,num_iters,time
80.81646464646465,3.0,484.9958889548904,47.927083333333336,28.259575843811035
80.81646464646465,4.0,493.9836414405095,62.770833333333336,32.468421936035156
80.81646464646465,5.0,493.8729765676967,62.229166666666664,32.35254693031311
80.81646464646465,6.0,494.86720760649786,74.07291666666667,33.22560405731201
80.81646464646465,7.0,494.83494798795994,70.66666666666667,34.34513998031616
80.81646464646465,8.0,489.21939792711964,52.604166666666664,31.83007311820984
80.81646464646465,9.0,490.10062009643696,64.91666666666667,36.90217185020447
80.81646464646465,10.0,489.2633791588896,52.802083333333336,29.901859998703003
85.86686868686868,1.0,489.3617066155351,55.291666666666664,33.97500801086426
85.86686868686868,2.0,488.99237122295597,55.072916666666664,33.12478184700012
85.86686868686868,3.0,490.18990638731395,61.84375,36.56486701965332
85.86686868686868,4.0,414.33673982707876,56.354166666666664,32.057941913604736
85.86686868686868,5.0,495.1786472215288,65.25,34.79209303855896
85.86686868686868,6.0,488.93669384327166,53.979166666666664,33.27105498313904
85.86686868686868,7.0,493.8755703677399,64.10416666666667,37.93355703353882
85.86686868686868,8.0,490.3062043896096,60.229166666666664,35.39629793167114
85.86686868686868,9.0,488.1834568586457,49.322916666666664,33.131552934646606
85.86686868686868,10.0,490.07703464217485,58.270833333333336,35.631913900375366
90.91727272727273,1.0,494.85653266636547,73.91666666666667,38.69307899475098
90.91727272727273,2.0,489.46066990835027,52.03125,32.138155937194824
90.91727272727273,3.0,488.9753292557971,57.020833333333336,35.22282600402832
90.91727272727273,4.0,489.1258430205311,50.697916666666664,31.933348178863525
90.91727272727273,5.0,490.24796436314574,60.395833333333336,35.28839707374573
90.91727272727273,6.0,489.1511870274683,50.625,31.721994876861572
90.91727272727273,7.0,409.847934655485,46.270833333333336,31.312512159347534
90.91727272727273,8.0,490.40344730708875,62.75,36.71751308441162
90.91727272727273,9.0,493.8502330355319,59.020833333333336,35.587924003601074
90.91727272727273,10.0,490.0090605684766,62.260416666666664,34.90138912200928
95.96767676767676,1.0,489.42187655046735,56.21875,34.00576305389404
95.96767676767676,2.0,409.94834668939865,54.5,34.21937608718872
95.96767676767676,3.0,489.27704604127246,50.229166666666664,33.21637582778931
95.96767676767676,4.0,492.9992523614228,67.32291666666667,35.33439898490906
95.96767676767676,5.0,409.5705458935489,48.052083333333336,33.89794993400574
95.96767676767676,6.0,494.81838210266943,64.35416666666667,32.938244104385376
95.96767676767676,7.0,484.91401567452124,41.59375,28.549010038375854
95.96767676767676,8.0,493.5978662201129,64.39583333333333,39.160505056381226
95.96767676767676,9.0,493.70223292637365,64.08333333333333,36.37202000617981
95.96767676767676,10.0,409.59853909193487,49.333333333333336,31.63503098487854
101.01808080808081,1.0,486.6929041108484,46.135416666666664,34.80434203147888
101.01808080808081,2.0,495.0240037992007,71.02083333333333,37.24028301239014
101.01808080808081,3.0,490.52402162064465,64.19791666666667,38.7892849445343
101.01808080808081,4.0,489.6932479456318,64.66666666666667,35.205482959747314
101.01808080808081,5.0,494.9468017956171,69.34375,34.052149057388306
101.01808080808081,6.0,490.2107659984209,57.760416666666664,36.25602102279663
101.01808080808081,7.0,494.7990052518272,72.60416666666667,36.545072078704834
101.01808080808081,8.0,493.9045094010838,68.45833333333333,37.86796307563782
101.01808080808081,9.0,489.33922624611876,51.083333333333336,32.54134702682495
101.01808080808081,10.0,490.0399260350802,64.125,40.32628417015076
106.06848484848484,1.0,489.98288555481867,61.260416666666664,37.429383993148804
106.06848484848484,2.0,489.9969109609162,58.895833333333336,34.506747007369995
106.06848484848484,3.0,414.2104989462317,60.322916666666664,36.924525022506714
106.06848484848484,4.0,489.3337281915432,54.78125,35.16817593574524
106.06848484848484,5.0,427.15570241144115,42.885416666666664,31.983673095703125
106.06848484848484,6.0,409.58310906977977,48.75,31.054524183273315
106.06848484848484,7.0,415.35077599367304,69.53125,39.61539316177368
106.06848484848484,8.0,489.13985745049666,53.28125,32.67300009727478
106.06848484848484,9.0,493.754392575953,57.6875,33.48703718185425
